EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_OCCUPATION	FR_PROFESSION	TOTAL
2016	Q2	Apr	2016	T2	avr.	New Brunswick	Nouveau-Brunswick	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	--
2023	Q3	Jul	2023	T3	juil.	Nova Scotia	Nouvelle-Écosse	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	--
2019	Q2	Jun	2019	T2	juin	Saskatchewan	Saskatchewan	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	--
2026	Q2	Jun	2026	T2	juin	Northwest Territories	Territoires du Nord-Ouest	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	5
2020	Q4	Oct	2020	T4	oct.	Alberta	Alberta	73 - Maintenance and equipment operation trades	73 - Personnel des métiers d'entretien et d'opération d'équipement	--
2022	Q1	Feb	2022	T1	fév.	New Brunswick	Nouveau-Brunswick	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	--
2026	Q2	Apr	2026	T2	avr.	Manitoba	Manitoba	44 - Care providers and educational, legal and public protection support occupations	44 - Dispensateurs/dispensatrices de soins et personnel de soutien en enseignement, en droit et en protection publique	--
2017	Q4	Dec	2017	T4	déc.	Ontario	Ontario	14 - Office support occupations	14 - Personnel de soutien de bureau	--
2021	Q1	Mar	2021	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	06 - Middle management occupations in retail and wholesale trade and customer services	06 - Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle	--
2024	Q3	Aug	2024	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	32 - Technical occupations in health	32 - Personnel technique des soins de santé	--
2026	Q1	Feb	2026	T1	fév.	Nova Scotia	Nouvelle-Écosse	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2018	Q2	May	2018	T2	mai	Yukon	Yukon	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	--
2018	Q1	Mar	2018	T1	mars	Yukon	Yukon	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	--
2020	Q2	May	2020	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	--
2016	Q1	Jan	2016	T1	janv.	New Brunswick	Nouveau-Brunswick	Other occupations	Autres professions	--
2018	Q3	Aug	2018	T3	août	British Columbia	Colombie-Britannique	32 - Technical occupations in health	32 - Personnel technique des soins de santé	--
2026	Q1	Mar	2026	T1	mars	Nova Scotia	Nouvelle-Écosse	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2026	Q1	Feb	2026	T1	fév.	British Columbia	Colombie-Britannique	92 - Processing, manufacturing and utilities supervisors and central control operators	92 - Personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices de poste central de contrôle	--
2025	Q4	Dec	2025	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	--
2020	Q1	Feb	2020	T1	fév.	Alberta	Alberta	00 - Senior management occupations	00 - Cadres supérieurs/cadres supérieures	--
2021	Q1	Jan	2021	T1	janv.	Saskatchewan	Saskatchewan	82 - Supervisors and technical occupations in natural resources, agriculture and related production	82 - Superviseurs/superviseures et métiers techniques dans les ressources naturelles, l'agriculture et la production connexe	--
2026	Q1	Jan	2026	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2024	Q4	Nov	2024	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	--
2025	Q1	Jan	2025	T1	janv.	New Brunswick	Nouveau-Brunswick	34 - Assisting occupations in support of health services	34 - Personnel de soutien des services de santé	--
2015	Q2	May	2015	T2	mai	British Columbia	Colombie-Britannique	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	--
2019	Q3	Aug	2019	T3	août	Alberta	Alberta	92 - Processing, manufacturing and utilities supervisors and central control operators	92 - Personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices de poste central de contrôle	--
2016	Q1	Feb	2016	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	--
2023	Q3	Aug	2023	T3	août	Yukon	Yukon	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	--
2020	Q1	Jan	2020	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	--
2017	Q4	Oct	2017	T4	oct.	Saskatchewan	Saskatchewan	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	--
2017	Q3	Aug	2017	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	--
2022	Q3	Sep	2022	T3	sept.	Manitoba	Manitoba	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	--
2021	Q3	Aug	2021	T3	août	Nova Scotia	Nouvelle-Écosse	31 - Professional occupations in health (except nursing)	31 - Personnel professionnel des soins de santé (sauf soins infirmiers)	--
2017	Q3	Jul	2017	T3	juil.	New Brunswick	Nouveau-Brunswick	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	--
2023	Q1	Mar	2023	T1	mars	Manitoba	Manitoba	72 - Industrial, electrical and construction trades	72 - Personnel des métiers de l'électricité, de la construction et des industries	--
2025	Q1	Mar	2025	T1	mars	New Brunswick	Nouveau-Brunswick	82 - Supervisors and technical occupations in natural resources, agriculture and related production	82 - Superviseurs/superviseures et métiers techniques dans les ressources naturelles, l'agriculture et la production connexe	--
2018	Q1	Jan	2018	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2020	Q3	Sep	2020	T3	sept.	Saskatchewan	Saskatchewan	00 - Senior management occupations	00 - Cadres supérieurs/cadres supérieures	--
2022	Q1	Mar	2022	T1	mars	British Columbia	Colombie-Britannique	43 - Occupations in front-line public protection services	43 - Personnel des services de protection public de première ligne	--
2022	Q2	Apr	2022	T2	avr.	Manitoba	Manitoba	82 - Supervisors and technical occupations in natural resources, agriculture and related production	82 - Superviseurs/superviseures et métiers techniques dans les ressources naturelles, l'agriculture et la production connexe	--
2026	Q1	Mar	2026	T1	mars	New Brunswick	Nouveau-Brunswick	00 - Senior management occupations	00 - Cadres supérieurs/cadres supérieures	--
2020	Q4	Dec	2020	T4	déc.	Ontario	Ontario	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	5
2016	Q4	Dec	2016	T4	déc.	New Brunswick	Nouveau-Brunswick	01 - Specialized middle management occupations	01 - Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées	--
2023	Q4	Dec	2023	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	--
2025	Q3	Sep	2025	T3	sept.	Nova Scotia	Nouvelle-Écosse	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	--
2016	Q2	May	2016	T2	mai	British Columbia	Colombie-Britannique	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	--
2022	Q4	Oct	2022	T4	oct.	Manitoba	Manitoba	06 - Middle management occupations in retail and wholesale trade and customer services	06 - Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle	5
2015	Q4	Dec	2015	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	21 - Professional occupations in natural and applied sciences	21 - Personnel professionnel des sciences naturelles et appliquées	--
2024	Q2	Jun	2024	T2	juin	Alberta	Alberta	92 - Processing, manufacturing and utilities supervisors and central control operators	92 - Personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices de poste central de contrôle	5
2016	Q3	Aug	2016	T3	août	British Columbia	Colombie-Britannique	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2026	Q1	Mar	2026	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	5
2024	Q2	Apr	2024	T2	avr.	Alberta	Alberta	92 - Processing, manufacturing and utilities supervisors and central control operators	92 - Personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices de poste central de contrôle	--
2018	Q4	Dec	2018	T4	déc.	Manitoba	Manitoba	40 - Professional occupations in education services	40 - Personnel professionnel en services d'enseignement	--
2023	Q3	Aug	2023	T3	août	Prince Edward Island	Île-du-Prince-Édouard	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2017	Q4	Nov	2017	T4	nov.	British Columbia	Colombie-Britannique	82 - Supervisors and technical occupations in natural resources, agriculture and related production	82 - Superviseurs/superviseures et métiers techniques dans les ressources naturelles, l'agriculture et la production connexe	--
2021	Q3	Aug	2021	T3	août	Prince Edward Island	Île-du-Prince-Édouard	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	--
2025	Q4	Oct	2025	T4	oct.	Nova Scotia	Nouvelle-Écosse	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	--
2025	Q3	Sep	2025	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	34 - Assisting occupations in support of health services	34 - Personnel de soutien des services de santé	--
